city,lat,lon
Туран,52.1449619,93.9173396
Чадан,51.2844502,91.5788609
Шагонар,51.5346393,92.9199675
Абаза,52.6516647,90.0885686
Абакан,53.7223325,91.4436721
Саяногорск,53.1008083,91.4122454
Сорск,54.0002888,90.2594446
Черногорск,53.8259342,91.3260229
Азов,47.1121589,39.4232555
Аксай,47.2676314,39.8756872
Батайск,47.1383299,39.7507179
Белая Калитва,48.1769737,40.8033529
Волгодонск,47.5165338,42.1984951
Гуково,48.0448904,39.9484672
Донецк,48.3350706,39.945891
Зверево,48.0435487,40.1265822
Зерноград,46.8495958,40.312837
Каменск-Шахтинский,48.3205326,40.2689583
Константиновск,47.5773717,41.0967445
Красный Сулин,47.8831311,40.0781298
Миллерово,48.9260077,40.3984087
Морозовск,48.3511807,41.8309225
Новочеркасск,47.411919,40.1042098
Новошахтинск,47.757773,39.9363697
Пролетарск,46.7038963,41.727594
Ростов-на-Дону,47.2224566,39.718803
Сальск,46.4752095,41.5410415
Семикаракорск,47.5177337,40.8114167
Таганрог,47.2094917,38.9350989
Цимлянск,47.6477448,42.0931505
Шахты,47.7085287,40.2159846
Касимов,54.9373475,41.3913211
Кораблино,53.9246659,40.0227745
Михайлов,54.2297402,39.0091481
Новомичуринск,54.0376572,39.74654
Рыбное,54.7256164,39.5134398
Ряжск,53.7067584,40.0522274
Рязань,54.6254445,39.7358609
Сасово,54.3508885,41.9117422
Скопин,53.823543,39.5492421
Спас-Клепики,55.1291721,40.1745338
Спасск-Рязанский,54.4070719,40.3763426
Шацк,54.0287312,41.7181803
Жигулевск,53.4011981,49.4945176
Кинель,53.2210298,50.6343776
Нефтегорск,52.7972914,51.1637392
Новокуйбышевск,53.0994565,49.9477382
Октябрьск,53.1640488,48.670762
Отрадный,53.3800848,51.3438605
Похвистнево,53.6498299,52.1235156
Самара,53.1950306,50.1069518
Сызрань,53.1558674,48.4744629
Тольятти,53.5205348,49.3894028
Чапаевск,52.928961,49.8673269
Санкт-Петербург,59.9391313,30.3159004
Аркадак,51.938831,43.4999221
Аткарск,51.8736062,45.0003247
Балаково,52.0224231,47.7827765
Балашов,51.5388697,43.1839757
Вольск,52.0459865,47.3873595
Ершов,51.3508505,48.2762226
Калининск,51.4993591,44.4710435
Красноармейск,51.023541,45.695044
Красный Кут,50.9598317,46.9712016
Маркс,51.7133337,46.7400339
Новоузенск,50.455199,48.1413153
Петровск,52.3094237,45.3851877
Пугачев,52.0159921,48.7972223
Ртищево,52.2616271,43.7842248
Саратов,51.533557,46.034257
Хвалынск,52.4951572,48.1045771
Шиханы,52.1147391,47.2023118
Энгельс,51.4854003,46.126722
Александровск-Сахалинский,50.8974378,142.1578559
Анива,46.713152,142.5265804
Долинск,47.3255783,142.7945071
Корсаков,46.6324545,142.799445
Курильск,45.2270954,147.8796323
Макаров,48.6236334,142.7803205
Невельск,46.6526899,141.8630725
Оха,53.5867839,142.9412411
Поронайск,49.238866,143.1008333
Северо-Курильск,50.6730577,156.1282211
Томари,47.7620108,142.0615837
Углегорск,49.0815774,142.0692639
Холмск,47.0408423,142.041688
Южно-Сахалинск,46.9591631,142.737976
Алапаевск,57.8475571,61.6693817
Арамиль,56.694632,60.8343125
Артемовский,57.3384177,61.8947443
Асбест,57.0052277,61.4581156
Березовский,56.9095924,60.8180907
Богданович,56.7764795,62.0463679
Верхний Тагил,57.3763758,59.9517653
Верхняя Пышма,56.9758903,60.5650383
Верхняя Салда,58.0465803,60.5560164
Верхняя Тура,58.3643685,59.8265235
Верхотурье,58.8622073,60.8103945
Волчанск,59.9351707,60.0798618
Дегтярск,56.7048206,60.079138
Екатеринбург,56.8385216,60.6054911
Заречный,56.8102931,61.3380029
Ивдель,60.6944496,60.4245069
Ирбит,57.6838362,63.057675
Каменск-Уральский,56.414962,61.9188674
Камышлов,56.8465034,62.7119766
Карпинск,59.7665925,60.0011703
Качканар,58.7051762,59.4839155
Кировград,57.4299433,60.0624051
Краснотурьинск,59.7636635,60.1934525
Красноуральск,58.348651,60.0408764
Красноуфимск,56.612387,57.7636637
Кушва,58.2826013,59.7645766
Лесной,58.6348516,59.7981565
Михайловск,56.4370039,59.1137316
Невьянск,57.49131,60.2183429
Нижние Серги,56.6544959,59.2953035
Нижний Тагил,57.910126,59.9812853
Нижняя Салда,58.0748272,60.7025418
Нижняя Тура,58.6309267,59.8520344
Новая Ляля,59.0538977,60.5944825
Новоуральск,57.2472567,60.0956714
Первоуральск,56.9080085,59.942926
Полевской,56.4956952,60.2365298
Ревда,56.7986319,59.9071591
Реж,57.3717477,61.3833842
Североуральск,60.1533109,59.9525245
Серов,59.6047724,60.5753882
Среднеуральск,56.9918901,60.4771018
Сухой Лог,56.9076193,62.0358093
Сысерть,56.5005715,60.8190003
Тавда,58.0434672,65.274217
Талица,57.0122687,63.7320757
Туринск,58.0393524,63.6981973
Севастополь,44.6167013,33.525355
Велиж,55.6057916,31.1856206
Вязьма,55.2116983,34.2951663
Гагарин,55.5525228,34.9950502
Демидов,55.2682105,31.5062809
Десногорск,54.146457,33.2833222
Дорогобуж,54.9136959,33.3023162
Духовщина,55.1950257,32.401252
Ельня,54.5837795,33.1749867
Починок,54.406244,32.4398039
Рославль,53.9449558,32.8480258
Рудня,54.9441093,31.0794806
Сафоново,55.1199661,33.2336988
Смоленск,54.782635,32.045251
Сычевка,55.8308821,34.2778793
Ярцево,55.0564732,32.6902302
Благодарный,45.0989782,43.4306455
Буденновск,44.7816067,44.1650339
Георгиевск,44.1485694,43.4739851
Ессентуки,44.0446186,42.8588653
Железноводск,44.1320568,43.0306461
Зеленокумск,44.4032668,43.8841877
Изобильный,45.3684296,41.708702
Ипатово,45.7181751,42.8970206
Кисловодск,43.9052044,42.7168721
Лермонтов,44.1054107,42.973135
Минеральные Воды,44.2087273,43.138408
Михайловск,45.1297323,42.0288443
Невинномысск,44.6226031,41.9476723
Нефтекумск,44.7544552,44.9865347
Новоалександровск,45.4932733,41.2153996
Новопавловск,43.9617097,43.6342865
Пятигорск,44.041091,43.0661553
Светлоград,45.328659,42.8565714
Ставрополь,45.044516,41.9689655
Жердевка,51.8422192,41.4617687
Кирсанов,52.6506335,42.7286445
Котовск,52.5924489,41.5101237
Мичуринск,52.8912389,40.5104443
Моршанск,53.4436216,41.8115478
Рассказово,52.6538833,41.874285
Тамбов,52.7213154,41.452264
Уварово,51.9767841,42.2529799
Андреаполь,56.6506724,32.2620163
Бежецк,57.7860089,36.6904983
Белый,55.8339056,32.9389741
Бологое,57.8855767,34.0537771
Весьегонск,58.6582598,37.2567558
Вышний Волочек,57.568302,34.5404016
Западная Двина,56.2566492,32.0805315
Зубцов,56.1760868,34.5825515
Калязин,57.2579478,37.7819693
Кашин,57.360194,37.6119436
Кимры,56.8733213,37.3556605
Конаково,56.7275204,36.8012716
Красный Холм,58.0571446,37.1126156
Кувшиново,57.0265168,34.1676009
Лихославль,57.1221304,35.4667605
Нелидово,56.2232566,32.7767459
Осташков,57.1456744,33.1115372
Ржев,56.262881,34.3291002
Старица,56.514876,34.9336396
Тверь,56.8586059,35.9116761
Торжок,57.04133,34.9602344
Торопец,56.5012188,31.6355466
Удомля,57.8787314,35.0167348
Асино,56.9907085,86.1765257
Кедровый,57.561869,79.5677821
Колпашево,58.3114253,82.9025829
Северск,56.6031285,84.8809926
Стрежевой,60.732895,77.604122
Томск,56.4845804,84.9481582
Алексин,54.5083349,37.0478067
Белев,53.8114179,36.1382247
Богородицк,53.7701014,38.1225152
Болохово,54.0820349,37.826724
Венев,54.3542315,38.2642236
Донской,53.9678944,38.3371824
Ефремов,53.1464766,38.0921657
Кимовск,53.9698378,38.5380808
Киреевск,53.9319555,37.9220351
Липки,53.9417551,37.7020148
Новомосковск,54.0109075,38.2914024
Плавск,53.7096415,37.2862352
Советск,53.9338874,37.6316141
Суворов,54.1343585,36.4807419
Тула,54.1920559,37.6153842
Узловая,53.9730452,38.1763201
Чекалин,54.0984438,36.2474142
Щекино,54.0020652,37.5176288
Ясногорск,54.4795484,37.6896048
Белоярский,63.7121099,66.6772226
Губкинский,64.4457594,76.4713274
Заводоуковск,56.5027463,66.5513613
Ишим,56.1104858,69.4795776
Когалым,62.2639527,74.4829794
Лабытнанги,66.6592841,66.3883009
Лангепас,61.2536939,75.1807763
Лянтор,61.6392863,72.179409
Мегион,61.0318712,76.1025878
Муравленко,63.7940552,74.4948635
Надым,65.5377966,72.5182736
Нефтеюганск,61.0882676,72.6164079
Нижневартовск,60.9396698,76.5696184
Новый Уренгой,66.0839433,76.6809681
Ноябрьск,63.2018039,75.4510581
Нягань,62.1454701,65.3946047
Покачи,61.7422169,75.5941517
Пыть-Ях,60.7585833,72.8365617
Радужный,62.1342888,77.4584094
Салехард,66.5492077,66.6085318
Советский,61.3706913,63.5667222
Сургут,61.2541083,73.3961587
Тарко-Сале,64.9118803,77.7610236
Тобольск,58.2017299,68.2538558
Тюмень,57.1529744,65.5344099
Урай,60.1296954,64.8038508
Ханты-Мансийск,61.0023984,69.0184798
Югорск,61.3123568,63.3365484
Ялуторовск,56.6547289,66.3122992
Воткинск,57.0518149,53.9873096
Глазов,58.1359233,52.6635038
Ижевск,56.852738,53.2114896
Камбарка,56.2659916,54.193374
Можга,56.4427774,52.2137886
Сарапул,56.4615767,53.8037657
Барыш,53.6533992,47.1181134
Димитровград,54.2167926,49.6262585
Инза,53.8549647,46.3533459
Новоульяновск,54.1447956,48.3910789
Сенгилей,53.958964,48.7768269
Ульяновск,54.3079415,48.3748487
Амурск,50.2344147,136.8792444
Бикин,46.8185743,134.2550718
Вяземский,47.5353379,134.7553856
Комсомольск-на-Амуре,50.5498936,137.0079408
Николаевск-на-Амуре,53.1460657,140.7111367
Советская Гавань,48.9664966,140.285174
Хабаровск,48.4647258,135.0598942
Аша,54.9906527,57.2783953
Бакал,54.9406399,58.8051698
Верхнеуральск,53.8760961,59.2169852
Верхний Уфалей,56.0487158,60.2318886
Еманжелинск,54.7554548,61.3243477
Златоуст,55.1714905,59.6725549
Карабаш,55.4852323,60.2358881
Карталы,53.0536197,60.6478408
Касли,55.8868784,60.7421663
Катав-Ивановск,54.7521438,58.1983648
Копейск,55.116665,61.6179185
Коркино,54.8903147,61.4034576
Куса,55.3386053,59.4385778
Кыштым,55.7061276,60.5563781
Магнитогорск,53.4072153,58.9791437
Миасс,55.0456457,60.1077572
Миньяр,55.0709557,57.548478
Нязепетровск,56.0536895,59.6097202
Озерск,55.763154,60.7076198
Пласт,54.3692764,60.8151894
Сатка,55.0405288,59.0288975
Сим,54.9907827,57.6900155
Снежинск,56.0851495,60.7324914
Трехгорный,54.8178249,58.4464194
Троицк,54.0843745,61.5586831
Усть-Катав,54.9260812,58.152805
Чебаркуль,54.9818567,60.3773121
Челябинск,55.1602624,61.4008078
Южноуральск,54.448927,61.2581158
Юрюзань,54.854662,58.4226698
Аргун,43.2916774,45.8723105
Грозный,43.3180145,45.698291
Гудермес,43.3519142,46.1035645
Курчалой,43.2046547,46.0889364
Урус-Мартан,43.120175,45.539276
Шали,43.1488691,45.9009629
Алатырь,54.8397989,46.5721997
Канаш,55.507,47.4918273
Козловка,55.8406025,48.2577735
Мариинский Посад,56.111923,47.7142942
Новочебоксарск,56.1094977,47.4791113
Цивильск,55.8650213,47.4729349
Чебоксары,56.1438298,47.2489782
Шумерля,55.4962415,46.4182681
Ядрин,55.9406974,46.2020896
Анадырь,64.7313924,177.5015421
Билибино,68.0584191,166.4388172
Певек,69.7016661,170.2999022
Гаврилов-Ям,57.3091058,39.8546444
Данилов,58.1860098,40.1795067
Любим,58.3620228,40.686841
Мышкин,57.7881684,38.4544224
Переславль-Залесский,56.7360544,38.8543617
Пошехонье,58.5062879,39.1208434
Ростов,57.2051315,39.4378622
Рыбинск,58.0485495,38.8584119
Тутаев,57.8674993,39.5369627
Углич,57.5224249,38.3020044
Ярославль,57.6215477,39.8977411
